Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
56	293.48865	21.391556	341.81332	250.03094	156.76	106.71353	32.681866	128.88739	15.016431	228000	-5.722046e-09	56.807713	-0.012041338	-15.03178	0.7937136	0.017711341	0.239	1.276468617916107	0.17406627353052856	6.0	587.6620774269104
57	310.09235	41.81214	413.6124	247.61597	171.04347	109.1437	32.69144	130.19525	14.860733	232000	-1.525879e-08	82.84187	-0.011343215	-12.014915	0.7929714	0.016258456	0.28175	1.305076453089714	0.1741585351809225	6.0	597.7291674613953
58	304.09103	67.87677	432.86224	101.45463	170.39131	104.86701	37.80537	130.83337	-11.3105545	236000	7.1525574e-10	184.86154	-0.011225703	-82.73041	0.7922394	0.017878093	0.27275	1.295903136730194	0.1472226014292143	5.0	608.1146204471588
59	317.38773	35.545982	402.27255	244.86638	162.45833	109.83626	34.04845	134.16037	15.351765	240000	4.529953e-09	160.5154	-0.010855055	-61.044754	0.79267204	0.015027065	0.18175	1.2914357060194015	0.16542815896639493	4.0	618.0459098815918
60	340.7865	29.046967	399.2676	294.8772	189.85715	112.78471	37.98372	138.16637	-12.289392	244000	-6.0796737e-09	295.0363	-0.048141517	-185.49323	0.7917716	0.014607344	0.245	1.2755016994476318	0.17414218948510185	79.0	628.4646534919739
61	334.9743	41.6864	478.4581	258.02066	172.34782	117.465935	35.98849	142.29051	17.006351	248000	-9.536744e-10	87.89719	-0.011506995	-20.895607	0.78639114	0.019657595	0.18525	1.2580376613140105	0.17985223274492584	4.0	638.8334186077118
62	374.6627	80.246574	650.8468	242.07397	201.78947	115.891594	36.88154	142.81369	10.285627	252000	-9.536744e-10	112.91372	-0.008151588	-53.82446	0.7855171	0.01571132	0.2205	1.2602446746826172	0.18283378651552934	5.0	648.7876057624817
63	369.52148	35.23679	422.01306	286.71497	192.15	121.605415	36.24337	146.79718	17.041939	256000	-8.642673e-09	45.058098	-0.05329854	-13.873117	0.78454363	0.015090212	0.26775	1.295900073647499	0.19807799796674475	57.0	659.1875739097595
64	390.53046	60.246124	626.51416	331.95886	208.05263	123.71144	35.911354	149.50331	17.057278	260000	6.6757204e-09	77.87174	-0.056420214	-20.300224	0.7725827	0.010457327	0.292	1.2636128383874894	0.16043930633890366	79.0	669.6423530578613
65	373.83954	40.627533	473.80383	315.6237	193.1	123.72028	38.25964	152.04195	17.132393	264000	7.390976e-09	45.155968	-0.014580843	-10.92231	0.7602796	0.0150175635	0.24	1.3139459443092347	0.18626169415759142	6.0	680.1708331108093
66	367.1571	23.43979	431.6208	337.22577	187.90475	123.10521	39.05887	153.07664	16.740946	268000	-5.9604646e-09	32.190407	-0.046253946	-6.275038	0.760583	0.015281144	0.2395	1.3024457675218581	0.1598685810152518	42.0	690.2820353507996
67	367.55063	33.424026	431.7732	294.10086	186.57143	122.70598	39.23753	153.1024	16.081116	272000	-2.3841857e-09	62.366985	-0.05241603	-11.823219	0.75395834	0.015016023	0.249	1.272464193701744	0.19187116436637727	67.0	700.466413974762
68	381.3261	31.009642	438.94907	307.96857	197.55	125.7029	38.363407	154.02742	15.676736	276000	1.45435335e-08	39.531197	-0.051605526	-6.7759857	0.74897176	0.015064956	0.25925	1.280034412741661	0.17633757292964214	53.0	710.8915657997131
69	388.8267	41.433258	478.92764	304.796	201.1579	124.628	38.715614	154.4103	15.238547	280000	-8.8214875e-09	73.748184	-0.0533847	-20.253033	0.7544413	0.015118748	0.2705	1.2839757633209228	0.16570112964528808	66.0	721.736475944519
70	387.45044	50.17606	578.0476	340.0864	202.6842	127.24797	38.11922	155.954	15.210361	284000	9.059906e-09	39.93965	-0.011301356	-12.564251	0.75147283	0.017073205	0.20925	1.2663002705574036	0.1755610227236668	5.0	731.8661148548126
71	379.60376	29.714369	434.6373	315.1953	188.71428	124.39499	39.681076	155.47548	14.612879	288000	9.536744e-10	67.92615	-0.057597853	-22.243305	0.75017154	0.0150045995	0.28875	1.2025908845663071	0.16546118149580263	59.0	742.1402764320374
72	365.4729	30.519363	409.18512	286.96875	183.33333	126.97431	40.26501	157.61774	14.575774	292000	-4.529953e-09	46.483555	-0.039996203	-13.094593	0.74030316	0.015424407	0.208	1.2452498948574067	0.14769576255044953	26.0	752.4211502075195
73	379.70795	36.72445	499.88556	318.57382	191.8	126.039955	39.07362	156.6658	13.795799	296000	3.3378602e-09	41.956665	-0.045256924	-7.486145	0.73644733	0.01509248	0.215	1.1596927744150163	0.15931503600605962	31.0	762.7859909534454
74	370.46295	38.94613	440.17328	295.19357	186.14285	127.231735	39.92267	157.71803	13.530891	300000	-2.0861625e-08	72.193436	-0.037288144	-11.74474	0.7286731	0.01601407	0.197	1.1863079905509948	0.16139376502008387	21.0	772.8794236183167
