Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	WM_LossMean	WM_LossStd	StopIter	Time
84	804.52246	84.36055	1045.3512	675.886	239.3125	243.44072	76.55116	292.08807	2.5955038	340000	-2.026558e-08	247.62112	-0.025372157	-28.346237	0.61923105	0.0034768516	0.15625	0.031207570964470507	0.010286049956578036	79.0	897.3354940414429
85	923.42694	101.55234	1147.5074	738.4381	271.42856	245.71887	72.072235	289.33023	6.695706	344000	-9.536743e-09	328.73462	-0.019560445	-59.10138	0.60421413	0.0064799357	0.13325	0.03071929667145014	0.009807537179091965	79.0	907.6419765949249
86	888.1727	143.328	1111.4346	578.26215	263.7857	251.55687	70.88436	292.57047	5.803457	348000	-4.7683715e-09	626.37335	-0.020976556	-130.73145	0.5923278	0.011081939	0.14	0.031129476660862566	0.011245376425752011	79.0	917.383150100708
87	849.1787	94.8748	999.5248	708.8335	250.6	241.8396	76.13613	293.54892	-3.6659575	352000	-9.894371e-09	298.24118	-0.02210105	-68.743805	0.59667385	0.007531206	0.14325	0.030077211894094943	0.011267730236848928	79.0	927.3723134994507
88	906.85834	104.30301	1102.2787	722.80176	268.14285	249.07996	72.78162	292.54428	0.61989594	356000	-2.6822091e-09	264.31827	-0.022542413	-124.786606	0.58914655	0.0054402957	0.1385	0.029503963980823757	0.011542293137916264	79.0	937.5093936920166
89	985.89124	144.68126	1403.3868	837.8266	288.6154	249.19872	70.32332	294.21326	1.1885757	360000	-7.152557e-09	305.3913	-0.025255421	-131.74117	0.5700183	0.015137754	0.15425	0.029519921727478506	0.010830794996521701	68.0	947.7226371765137
90	894.5397	112.09472	1149.7155	585.3066	263.93332	251.54402	73.52202	301.33743	1.4951653	364000	-9.536744e-10	735.02527	-0.0026994757	-108.69653	0.561224	0.015486414	0.184	0.027784114861860873	0.009025282586435982	3.0	957.4174642562866
91	920.18207	104.61426	1141.6621	762.27594	269.2857	248.71538	73.11707	301.94644	2.0301638	368000	1.180172e-08	127.079735	-0.022403026	-53.658485	0.5606907	0.015131887	0.16225	0.026337478468194606	0.008487317272911597	57.0	967.2086625099182
92	838.02295	73.48757	979.4373	712.33606	247.25	245.22629	76.55292	304.81754	2.2550497	372000	-4.768372e-10	79.004616	-0.024440465	-37.016525	0.5519648	0.0038294352	0.137	0.0273991094250232	0.009901828057584538	79.0	977.5128412246704
93	925.43066	113.91774	1134.8411	723.3559	271.7143	247.16447	74.0	305.4575	3.4813323	376000	-1.5556813e-08	79.54245	-0.006554573	-24.757427	0.54816496	0.015839037	0.20275	0.028144323732703924	0.011514231870278679	7.0	987.1996695995331
94	1356.4916	431.74457	2500.8936	936.2627	396.8889	272.0109	65.74275	307.26236	5.8070874	380000	1.4126301e-08	340.7463	-0.025998335	-148.52635	0.5461556	0.013867455	0.14075	0.030039476631209254	0.009389593825790203	79.0	997.5795156955719
95	1240.9946	232.31746	1773.3578	919.56116	371.22223	279.54596	66.10482	315.12424	3.7731748	384000	7.152557e-09	1482.1031	-0.0058845407	-398.24414	0.5504518	0.01588067	0.15525	0.03299504240974784	0.011105806949353543	4.0	1007.2032449245453
96	1038.0247	146.16357	1271.2104	821.2201	300.46155	257.57547	75.89086	316.03275	4.966984	388000	-8.8214875e-09	153.43813	-0.025780031	-73.491	0.5508181	0.012687037	0.1845	0.02899914251640439	0.009849923131528127	79.0	1017.5308129787445
97	889.52313	201.51286	1215.7571	552.8909	264.4	263.9823	72.00436	318.64362	4.661138	392000	-6.7949295e-09	2231.5774	-0.0052504223	-698.9303	0.5324482	0.022574287	0.16775	0.03026665541343391	0.010373036618111847	2.0	1027.3308827877045
98	1036.0138	139.55408	1264.1594	792.6984	301.69232	253.73817	70.40318	316.94473	2.2056866	396000	9.059906e-09	306.39	-0.022271818	-198.79161	0.5322212	0.015294573	0.15875	0.03021389426663518	0.010105414886869096	57.0	1037.3511843681335
99	996.2694	166.9461	1182.3867	675.8358	294.23077	263.81125	73.50344	319.1127	0.993783	400000	2.5749207e-08	1526.5128	-0.004368506	-245.05383	0.52765846	0.01643958	0.2005	0.026170882722362877	0.008141808939748989	3.0	1046.9461379051208
100	1035.8347	173.22871	1392.9758	805.74976	300.76923	252.46928	73.72523	317.96634	1.1429114	404000	8.225441e-09	273.80472	-0.007730043	-176.98206	0.5264623	0.016570963	0.13025	0.025705013275146484	0.00932203327487613	8.0	1056.7320523262024
101	1745.6315	620.49335	2782.6611	1155.8812	522.1429	289.18332	58.614193	320.0927	6.1744113	408000	-8.34465e-09	1314.2603	-0.017126145	-180.59424	0.52275425	0.012690679	0.17275	0.030341949425637723	0.009005902152599918	79.0	1066.909919500351
102	1275.9564	210.89499	1638.3772	984.0161	368.0	276.52576	68.678116	323.61285	2.406025	412000	1.2278557e-08	185.22131	-0.026108997	-81.73789	0.50595427	0.012936093	0.176	0.030631644716486335	0.009766632038353183	79.0	1076.9184370040894
103	1142.8038	357.50146	2142.1216	860.3882	332.08334	268.59476	77.85619	326.46762	-0.3836198	416000	-5.632639e-09	109.481064	-0.026271282	-33.187386	0.50011194	0.01394522	0.1795	0.028354039564728737	0.008579526232443603	79.0	1087.1138234138489
104	1047.3928	333.82413	1778.21	183.37653	305.92307	267.09744	76.52711	328.02634	-0.22587061	420000	-2.1457671e-09	1114.3518	-0.0035171842	-81.11328	0.48360792	0.018040596	0.2435	0.02971236763522029	0.01080622819989937	3.0	1096.7671313285828
105	999.88324	256.25095	1722.6835	751.65063	289.46155	256.61572	76.40882	328.24054	-8.216356	424000	2.861023e-09	209.74373	-0.023041066	-82.39105	0.48310563	0.015179508	0.16225	0.028837809022516012	0.01028513511308265	75.0	1106.767248392105
